procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,quantity_missing,cost_missing,payment_status_missing
MDM010729,2025-08-06,SCH0147,kumar general store,Mustard Oil,52800.0,Grams,6336.0,PAID,52.8,False,False,False
MDM010433,2025-10-11,SCH0461,Goyal Rice Mill,Dal,57.3,Kg,5157.0,PENDING,57.3,False,False,False
MDM000025,2025-06-11,SCH0150,goyal mill,Mustard Oil,16900.0,Grams,2028.0,UNKNOWN,16.9,False,False,True
MDM003364,2026-02-08,SCH0001,Sharma Traders,Dal,,,,UNKNOWN,,True,True,False
MDM001089,2025-11-21,SCH0297,Singh Brothers,Atta,1.038,Bags,1557.0,UNKNOWN,51.9,False,False,False
MDM008734,2025-04-23,SCH0348,kumar general store,Wheat,52.3,Kg,1569.0,UNKNOWN,52.3,False,False,False
MDM011306,2025-09-11,SCH0139,Sharma Traders,Pulses,15.3,Kg,1377.0,UNKNOWN,15.3,False,False,True
MDM002842,2026-01-18,SCH0288,Goyal Enterprises,Wheat,30.9,Kg,927.0,DUE,30.9,False,False,False
MDM007538,2025-05-29,SCH0033,Kumar & Co.,Pulses,50.4,Kg,4536.0,PENDING,50.4,False,False,False
MDM007471,2025-08-06,SCH0361,Kumar & Co.,Wheat,1.14,Bori,1710.0,PENDING,56.99999999999999,False,False,False
MDM011511,2025-01-10,SCH0096,Goyal Rice Mill,Mustard Oil,46.8,Kg,5616.0,UNKNOWN,46.8,False,False,False
MDM004153,2025-11-03,SCH0531,Singh Agro,Wheat,,,1419.0,UNKNOWN,,True,False,True
MDM000696,2025-08-26,SCH0163,goyal mill,Dal,1.1,Bags,4950.0,PAID,55.00000000000001,False,False,False
MDM011335,2025-05-12,SCH0093,Sharma Traders,Wheat,31.2,Kg,936.0,UNKNOWN,31.2,False,False,False
MDM006338,2025-10-17,SCH0077,Goyal Rice Mill,Wheat,24.2,Kg,726.0,UNKNOWN,24.2,False,False,False
MDM001228,2025-12-02,SCH0488,Goyal Rice Mill,Pulses,,,1098.0,UNKNOWN,,True,False,True
MDM002000,2026-01-02,SCH0529,goyal mill,Wheat,42.0,Kg,1260.0,UNKNOWN,42.0,False,False,False
MDM000277,2025-11-16,SCH0468,Singh Brothers,Wheat,21900.0,Grams,657.0,DUE,21.9,False,False,False
MDM005930,2025-05-13,SCH0379,Goyal Rice Mill,Mustard Oil,43.5,Kg,5220.0,UNKNOWN,43.5,False,False,True
MDM002954,2025-04-07,SCH0144,Kumar & Co.,Mustard Oil,1.016,Bags,6096.0,DUE,50.8,False,False,False
MDM003638,2026-01-10,SCH0249,Goyal Enterprises,Cooking Oil,,,1476.0,UNKNOWN,,True,False,False
MDM003907,2025-05-02,SCH0220,Goyal Rice Mill,Rice,25.9,Kg,1036.0,UNKNOWN,25.9,False,False,False
MDM004779,2025-12-17,SCH0286,goyal mill,Cooking Oil,17400.0,Grams,2088.0,UNKNOWN,17.4,False,False,False
MDM005846,2026-02-01,SCH0318,Kumar & Co.,Cooking Oil,0.456,Bags,2736.0,UNKNOWN,22.8,False,False,False
MDM011985,2025-04-04,SCH0291,Sharma & Sons,Cooking Oil,29.3,Kg,3516.0,UNKNOWN,29.3,False,False,True
MDM004118,2025-04-21,SCH0494,S. Agro Works,Mustard Oil,46.9,Kg,5628.0,PENDING,46.9,False,False,False
MDM001138,2026-03-07,SCH0483,Sharma & Sons,Wheat,,,1338.0,PAID,,True,False,False
MDM002768,2025-05-14,SCH0532,Kumar Supplies,Cooking Oil,34.7,Kg,4164.0,DUE,34.7,False,False,False
MDM008183,2025-02-07,SCH0364,kumar general store,Rice,45.5,Kg,1820.0,UNKNOWN,45.5,False,False,False
MDM009811,2025-07-11,SCH0034,Singh Brothers,Rice,29.1,Kg,,PENDING,29.1,False,True,False
MDM007662,2025-12-07,SCH0142,Singh Brothers,Mustard Oil,1.002,Bags,6012.0,PAID,50.1,False,False,False
MDM009199,2025-11-20,SCH0517,S. Agro Works,Rice,0.8240000000000001,Bags,1648.0,DUE,41.2,False,False,False
MDM002491,2025-07-17,SCH0516,Sharma Traders,Rice,10800.0,Grams,432.0,PAID,10.8,False,False,False
MDM011964,2026-02-19,SCH0223,Singh Agro,Wheat,23.7,Kg,711.0,UNKNOWN,23.7,False,False,True
MDM007743,2025-04-13,SCH0216,Sharma Traders,Rice,26.5,Kg,1060.0,PAID,26.5,False,False,False
MDM003936,2025-04-04,SCH0536,Sharma & Sons,Mustard Oil,0.486,Sacks,2916.0,UNKNOWN,24.3,False,False,False
MDM002385,2025-09-29,SCH0597,Goyal Rice Mill,Atta,20.5,Kg,615.0,PAID,20.5,False,False,False
MDM008017,2026-02-12,SCH0080,Sharma Traders,Atta,38.9,Kg,1167.0,UNKNOWN,38.9,False,False,False
MDM007085,2026-01-21,SCH0385,Kumar & Co.,Pulses,14.3,Kg,1287.0,PAID,14.3,False,False,False
MDM000116,2025-04-16,SCH0462,Singh Brothers,Cooking Oil,53.4,Kg,6408.0,PAID,53.4,False,False,False
MDM001864,2026-01-21,SCH0012,Kumar & Co.,Atta,33.3,Kg,999.0,PENDING,33.3,False,False,False
MDM003120,2025-08-12,SCH0204,Kumar & Co.,Lentils,29.3,Kg,2637.0,UNKNOWN,29.3,False,False,False
MDM004259,2025-06-30,SCH0006,Sharma Traders,Rice,,,576.0,UNKNOWN,,True,False,False
MDM011401,2025-06-02,SCH0558,Kumar Supplies,Lentils,30.0,Kg,2700.0,DUE,30.0,False,False,False
MDM010448,2025-11-17,SCH0543,Goyal Enterprises,Cooking Oil,53.3,Kg,6396.0,DUE,53.3,False,False,False
MDM002820,2026-03-01,SCH0348,Singh Brothers,Rice,1.044,Bori,2088.0,PAID,52.2,False,False,False
MDM009431,2026-03-23,SCH0548,Singh Brothers,Rice,,,2356.0,DUE,,True,False,False
MDM009290,2026-11-01,SCH0569,Sharma Traders,Mustard Oil,0.544,Sacks,3264.0,DUE,27.200000000000003,False,False,False
MDM011221,2025-05-10,SCH0068,Sharma & Sons,Rice,0.848,Bags,1696.0,DUE,42.4,False,False,False
MDM004700,2026-02-26,SCH0337,kumar general store,Mustard Oil,22000.0,Grams,2640.0,PENDING,22.0,False,False,False
MDM003803,2026-01-18,SCH0440,Goyal Enterprises,Mustard Oil,36.3,Kg,4356.0,PAID,36.3,False,False,False
MDM006069,2026-02-26,SCH0556,Sharma Traders,Lentils,26.4,Kg,2376.0,DUE,26.4,False,False,False
MDM003537,2026-02-10,SCH0507,Kumar Supplies,Cooking Oil,27.7,Kg,3324.0,PENDING,27.7,False,False,False
MDM003826,2025-12-05,SCH0196,kumar general store,Mustard Oil,40.7,Kg,4884.0,PAID,40.7,False,False,False
MDM006643,2025-05-17,SCH0077,kumar general store,Wheat,51000.0,Grams,1530.0,DUE,51.0,False,False,False
MDM001947,2025-04-14,SCH0256,S. Agro Works,Rice,,,1076.0,UNKNOWN,,True,False,False
MDM010784,2026-03-29,SCH0539,Kumar Supplies,Wheat,26000.0,Grams,780.0,DUE,26.0,False,False,False
MDM009441,2026-01-02,SCH0329,goyal mill,Mustard Oil,13.9,Kg,1668.0,PAID,13.9,False,False,False
MDM010300,2025-06-06,SCH0134,goyal mill,Cooking Oil,37.3,Kg,4476.0,PENDING,37.3,False,False,False
MDM007270,2025-02-11,SCH0090,Sharma & Sons,Cooking Oil,35000.0,Grams,4200.0,PAID,35.0,False,False,False
MDM009932,2025-07-04,SCH0133,S. Agro Works,Rice,,,1844.0,PAID,,True,False,False
MDM007930,2026-02-16,SCH0161,Sharma & Sons,Dal,0.6579999999999999,50kg Bags,2961.0,DUE,32.9,False,False,False
MDM007167,2026-03-09,SCH0150,Sharma Traders,Dal,11.0,Kg,990.0,PAID,11.0,False,False,False
MDM006964,2025-12-24,SCH0315,S. Agro Works,Cooking Oil,30.8,Kg,3696.0,UNKNOWN,30.8,False,False,False
MDM005868,2025-05-08,SCH0275,Singh Agro,Mustard Oil,43.8,Kg,5256.0,UNKNOWN,43.8,False,False,True
MDM004762,2025-12-13,SCH0055,Goyal Enterprises,Wheat,40.2,Kg,1206.0,UNKNOWN,40.2,False,False,False
MDM000883,2026-03-29,SCH0600,Sharma Traders,Mustard Oil,48.8,Kg,5856.0,UNKNOWN,48.8,False,False,True
MDM000558,2025-04-17,SCH0256,Singh Brothers,Pulses,55700.0,Grams,5013.0,PAID,55.7,False,False,False
MDM010026,2025-04-13,SCH0219,Sharma Traders,Mustard Oil,55.7,Kg,6684.0,UNKNOWN,55.7,False,False,True
MDM001208,2025-01-07,SCH0457,Sharma Traders,Cooking Oil,31.6,Kg,3792.0,PENDING,31.6,False,False,False
MDM007685,2025-11-11,SCH0306,S. Agro Works,Rice,39.3,Kg,1572.0,UNKNOWN,39.3,False,False,True
MDM009667,2025-07-27,SCH0294,Kumar & Co.,Rice,47.2,Kg,1888.0,UNKNOWN,47.2,False,False,True
MDM006539,2025-08-10,SCH0107,kumar general store,Lentils,44.8,Kg,4032.0,PAID,44.8,False,False,False
MDM003212,2025-08-03,SCH0155,kumar general store,Rice,59.8,Kg,2392.0,UNKNOWN,59.8,False,False,False
MDM003631,2026-03-30,SCH0003,Sharma Traders,Rice,0.964,Bori,1928.0,PENDING,48.2,False,False,False
MDM001709,2025-09-28,SCH0449,Kumar Supplies,Rice,,,2056.0,PENDING,,True,False,False
MDM008459,2025-07-29,SCH0021,Kumar Supplies,Wheat,0.95,Bags,1425.0,DUE,47.5,False,False,False
MDM001141,2025-08-24,SCH0568,goyal mill,Cooking Oil,57.0,Kg,6840.0,UNKNOWN,57.0,False,False,True
MDM003163,2025-04-13,SCH0459,Singh Brothers,Wheat,27600.0,Grams,828.0,PAID,27.6,False,False,False
MDM006208,2025-09-12,SCH0264,goyal mill,Dal,18.5,Kg,1665.0,DUE,18.5,False,False,False
MDM003731,2026-03-17,SCH0368,Kumar Supplies,Dal,21.1,Kg,1899.0,DUE,21.1,False,False,False
MDM002661,2025-06-01,SCH0414,Goyal Rice Mill,Wheat,22500.0,Grams,675.0,PENDING,22.5,False,False,False
MDM008849,2025-06-27,SCH0125,Kumar & Co.,Mustard Oil,51.4,Kg,6168.0,UNKNOWN,51.4,False,False,False
MDM001308,2026-03-16,SCH0549,Kumar Supplies,Wheat,12.3,Kg,369.0,DUE,12.3,False,False,False
MDM002568,2025-05-07,SCH0216,Singh Brothers,Wheat,0.254,Sacks,381.0,PENDING,12.7,False,False,False
MDM002835,2025-05-04,SCH0379,Kumar & Co.,Dal,,,5364.0,DUE,,True,False,False
MDM011830,2025-08-19,SCH0349,Singh Agro,Mustard Oil,37200.0,Grams,4464.0,UNKNOWN,37.2,False,False,False
MDM002152,2026-01-27,SCH0112,Kumar & Co.,Lentils,24800.0,Grams,2232.0,PAID,24.8,False,False,False
MDM003836,2025-10-19,SCH0417,Goyal Enterprises,Mustard Oil,28.1,Kg,3372.0,DUE,28.1,False,False,False
MDM011982,2025-06-20,SCH0268,S. Agro Works,Cooking Oil,46.0,Kg,5520.0,UNKNOWN,46.0,False,False,False
MDM009482,2026-01-28,SCH0598,Singh Brothers,Wheat,27.2,Kg,816.0,UNKNOWN,27.2,False,False,False
MDM005005,2025-09-16,SCH0082,Kumar Supplies,Cooking Oil,0.36,Sacks,2160.0,PAID,18.0,False,False,False
MDM006627,2025-04-11,SCH0421,Singh Agro,Lentils,41.4,Kg,3726.0,PAID,41.4,False,False,False
MDM001628,2025-08-18,SCH0544,Singh Brothers,Cooking Oil,46.3,Kg,5556.0,UNKNOWN,46.3,False,False,False
MDM009895,2026-01-03,SCH0063,Kumar & Co.,Cooking Oil,57000.0,Grams,6840.0,PENDING,57.0,False,False,False
MDM000359,2026-03-09,SCH0287,Kumar Supplies,Wheat,43.7,Kg,,PENDING,43.7,False,True,False
MDM000139,2025-07-24,SCH0037,S. Agro Works,Rice,32.0,Kg,,PENDING,32.0,False,True,False
MDM008492,2025-05-29,SCH0459,Goyal Enterprises,Wheat,44.5,Kg,1335.0,UNKNOWN,44.5,False,False,False
MDM000383,2025-05-27,SCH0421,Goyal Enterprises,Rice,42.8,Kg,1712.0,DUE,42.8,False,False,False
MDM004858,2025-07-21,SCH0507,Kumar & Co.,Dal,0.794,Bags,3573.0,UNKNOWN,39.7,False,False,False
MDM011479,2025-04-07,SCH0566,Goyal Rice Mill,Wheat,,,990.0,PAID,,True,False,False
MDM001440,2025-07-09,SCH0357,S. Agro Works,Wheat,49.5,Kg,1485.0,PAID,49.5,False,False,False
MDM000947,2025-04-09,SCH0208,S. Agro Works,Atta,49200.0,Grams,1476.0,UNKNOWN,49.2,False,False,False
MDM005499,2025-11-09,SCH0342,Kumar Supplies,Rice,12400.0,Grams,496.0,DUE,12.4,False,False,False
MDM004917,2025-09-04,SCH0275,Singh Brothers,Cooking Oil,46.8,Kg,5616.0,PENDING,46.8,False,False,False
MDM008557,2025-05-22,SCH0581,kumar general store,Wheat,17.9,Kg,537.0,UNKNOWN,17.9,False,False,False
MDM001933,2025-05-22,SCH0274,Sharma Traders,Cooking Oil,34100.0,Grams,4092.0,DUE,34.1,False,False,False
MDM002353,2025-06-23,SCH0134,Sharma & Sons,Pulses,0.36,50kg Bags,1620.0,PAID,18.0,False,False,False
MDM003237,2025-10-20,SCH0253,Kumar & Co.,Wheat,1.168,Bags,1752.0,DUE,58.4,False,False,False
MDM010224,2025-11-15,SCH0558,kumar general store,Dal,34500.0,Grams,3105.0,DUE,34.5,False,False,False
MDM003808,2026-05-01,SCH0569,Sharma Traders,Dal,41.1,Kg,3699.0,UNKNOWN,41.1,False,False,True
MDM001937,2025-08-03,SCH0102,Kumar & Co.,Rice,22.3,Kg,892.0,DUE,22.3,False,False,False
MDM010996,2025-05-31,SCH0418,Sharma Traders,Rice,17.4,Kg,696.0,UNKNOWN,17.4,False,False,True
MDM004155,2025-08-18,SCH0345,goyal mill,Dal,,,1323.0,UNKNOWN,,True,False,False
MDM008989,2026-03-28,SCH0041,Singh Agro,Rice,,,1740.0,UNKNOWN,,True,False,False
MDM002417,2026-01-21,SCH0526,goyal mill,Cooking Oil,0.204,Sacks,1224.0,PAID,10.2,False,False,False
MDM006140,2026-02-17,SCH0426,kumar general store,Cooking Oil,30.6,Kg,3672.0,PENDING,30.6,False,False,False
MDM000786,2025-05-11,SCH0159,Sharma Traders,Dal,47900.0,Grams,4311.0,UNKNOWN,47.9,False,False,False
MDM006790,2025-12-30,SCH0357,Sharma & Sons,Wheat,44.5,Kg,1335.0,PENDING,44.5,False,False,False
MDM008037,2025-07-22,SCH0542,Goyal Enterprises,Lentils,30500.0,Grams,2745.0,UNKNOWN,30.5,False,False,False
MDM008316,2025-09-28,SCH0164,Kumar & Co.,Wheat,12.3,Kg,369.0,UNKNOWN,12.3,False,False,True
MDM011689,2026-01-05,SCH0295,Kumar Supplies,Lentils,0.312,Sacks,1404.0,PENDING,15.6,False,False,False
MDM005669,2025-05-15,SCH0062,Kumar & Co.,Mustard Oil,0.526,Sacks,3156.0,UNKNOWN,26.3,False,False,False
MDM002173,2026-02-15,SCH0375,kumar general store,Rice,34200.0,Grams,1368.0,UNKNOWN,34.2,False,False,False
MDM002170,2025-10-19,SCH0457,Kumar Supplies,Mustard Oil,20.5,Kg,2460.0,PAID,20.5,False,False,False
MDM006629,2025-11-11,SCH0286,goyal mill,Rice,59.9,Kg,2396.0,PAID,59.9,False,False,False
MDM004010,2025-06-24,SCH0141,S. Agro Works,Atta,0.8079999999999999,Bori,1212.0,PENDING,40.4,False,False,False
MDM004341,2025-06-28,SCH0554,Goyal Enterprises,Wheat,48.4,Kg,1452.0,PAID,48.4,False,False,False
MDM000911,2025-10-30,SCH0253,Sharma Traders,Lentils,16500.0,Grams,1485.0,PAID,16.5,False,False,False
MDM006269,2025-10-18,SCH0160,Singh Agro,Wheat,19400.0,Grams,582.0,PENDING,19.4,False,False,False
MDM002310,2026-02-03,SCH0228,Sharma & Sons,Wheat,20.1,Kg,603.0,UNKNOWN,20.1,False,False,False
MDM006592,2025-10-05,SCH0147,Goyal Rice Mill,Rice,25.7,Kg,1028.0,PAID,25.7,False,False,False
MDM004459,2026-01-29,SCH0584,Kumar Supplies,Cooking Oil,46.2,Kg,5544.0,UNKNOWN,46.2,False,False,False
MDM007598,2025-05-15,SCH0128,goyal mill,Pulses,0.424,Bags,1908.0,PAID,21.2,False,False,False
MDM009508,2025-09-22,SCH0543,Kumar & Co.,Rice,,,1728.0,UNKNOWN,,True,False,False
MDM011530,2026-01-22,SCH0022,kumar general store,Cooking Oil,56.5,Kg,6780.0,PAID,56.5,False,False,False
MDM004653,2025-08-30,SCH0131,Sharma Traders,Dal,38300.0,Grams,3447.0,UNKNOWN,38.3,False,False,False
MDM006219,2025-06-30,SCH0402,Kumar & Co.,Wheat,43.5,Kg,1305.0,UNKNOWN,43.5,False,False,False
MDM000443,2025-08-08,SCH0344,S. Agro Works,Wheat,0.7440000000000001,50kg Bags,1116.0,PAID,37.2,False,False,False
MDM003416,2025-06-08,SCH0071,S. Agro Works,Rice,34700.0,Grams,1388.0,UNKNOWN,34.7,False,False,True
MDM010802,2025-10-31,SCH0460,Sharma Traders,Atta,58500.0,Grams,1755.0,UNKNOWN,58.5,False,False,False
MDM009481,2025-04-25,SCH0520,kumar general store,Atta,43.0,Kg,,UNKNOWN,43.0,False,True,False
MDM009694,2025-07-15,SCH0310,kumar general store,Mustard Oil,30.8,Kg,3696.0,UNKNOWN,30.8,False,False,False
MDM005745,2025-10-28,SCH0174,Sharma Traders,Atta,21.4,Kg,642.0,PAID,21.4,False,False,False
MDM001055,2025-08-14,SCH0064,kumar general store,Wheat,,,1122.0,UNKNOWN,,True,False,False
MDM003700,2026-03-17,SCH0282,Sharma Traders,Rice,14.7,Kg,588.0,UNKNOWN,14.7,False,False,True
MDM000930,2025-04-24,SCH0060,goyal mill,Dal,52.9,Kg,4761.0,DUE,52.9,False,False,False
MDM006469,2026-01-01,SCH0187,Goyal Rice Mill,Cooking Oil,39.4,Kg,4728.0,UNKNOWN,39.4,False,False,True
MDM008768,2025-06-29,SCH0253,Kumar Supplies,Rice,15.4,Kg,616.0,UNKNOWN,15.4,False,False,True
MDM001830,2025-11-22,SCH0069,Sharma Traders,Rice,1.104,Sacks,2208.0,PAID,55.2,False,False,False
MDM009565,2025-05-11,SCH0070,Singh Agro,Cooking Oil,32.3,Kg,,PENDING,32.3,False,True,False
MDM010058,2026-01-01,SCH0031,Sharma Traders,Mustard Oil,23.3,Kg,2796.0,UNKNOWN,23.3,False,False,True
MDM002012,2025-12-27,SCH0221,kumar general store,Wheat,25.9,Kg,777.0,UNKNOWN,25.9,False,False,False
MDM000914,2025-11-06,SCH0470,Singh Brothers,Rice,47700.0,Grams,1908.0,PENDING,47.7,False,False,False
MDM007612,2025-06-12,SCH0193,Singh Brothers,Pulses,51700.0,Grams,4653.0,UNKNOWN,51.7,False,False,False
MDM010173,2026-02-25,SCH0457,goyal mill,Dal,41.9,Kg,3771.0,PENDING,41.9,False,False,False
MDM009527,2026-02-09,SCH0299,S. Agro Works,Lentils,55.2,Kg,4968.0,PAID,55.2,False,False,False
MDM002607,2026-02-03,SCH0151,Goyal Rice Mill,Wheat,0.37,Bags,555.0,UNKNOWN,18.5,False,False,False
MDM004929,2025-11-13,SCH0533,Sharma Traders,Wheat,19.8,Kg,594.0,UNKNOWN,19.8,False,False,False
MDM006565,2025-04-29,SCH0331,kumar general store,Pulses,30.6,Kg,2754.0,PAID,30.6,False,False,False
MDM010106,2025-11-15,SCH0316,kumar general store,Rice,46.6,Kg,1864.0,DUE,46.6,False,False,False
MDM000007,2026-01-09,SCH0547,S. Agro Works,Rice,18.0,Kg,720.0,DUE,18.0,False,False,False
MDM007836,2025-07-10,SCH0155,Sharma Traders,Pulses,56.1,Kg,5049.0,UNKNOWN,56.1,False,False,True
MDM006584,2025-06-21,SCH0340,Kumar Supplies,Dal,,,2439.0,UNKNOWN,,True,False,False
MDM003362,2026-03-13,SCH0478,Goyal Enterprises,Wheat,21800.0,Grams,654.0,UNKNOWN,21.8,False,False,True
MDM009645,2026-01-20,SCH0153,Singh Agro,Rice,38200.0,Grams,1528.0,PENDING,38.2,False,False,False
MDM001636,2025-07-08,SCH0024,Sharma & Sons,Wheat,43000.0,Grams,1290.0,PENDING,43.0,False,False,False
MDM001142,2025-08-07,SCH0350,kumar general store,Dal,,,2241.0,PAID,,True,False,False
MDM000360,2025-08-20,SCH0169,kumar general store,Cooking Oil,43.7,Kg,5244.0,DUE,43.7,False,False,False
MDM002071,2025-08-10,SCH0257,Sharma & Sons,Wheat,16300.0,Grams,489.0,UNKNOWN,16.3,False,False,False
MDM003135,2025-05-25,SCH0413,goyal mill,Rice,1.112,Bags,2224.0,PENDING,55.60000000000001,False,False,False
MDM005161,2025-06-17,SCH0217,kumar general store,Atta,47.6,Kg,1428.0,PAID,47.6,False,False,False
MDM006991,2025-04-12,SCH0210,Sharma & Sons,Rice,15900.0,Grams,636.0,UNKNOWN,15.9,False,False,True
MDM003244,2025-04-30,SCH0258,Singh Brothers,Mustard Oil,38600.0,Grams,4632.0,UNKNOWN,38.6,False,False,False
MDM002243,2026-07-01,SCH0223,Goyal Rice Mill,Cooking Oil,0.276,Sacks,1656.0,PAID,13.8,False,False,False
MDM001475,2026-01-25,SCH0124,Sharma & Sons,Rice,50900.0,Grams,2036.0,PAID,50.9,False,False,False
MDM010608,2026-02-09,SCH0123,Kumar Supplies,Atta,17000.0,Grams,510.0,UNKNOWN,17.0,False,False,False
MDM003260,2025-11-11,SCH0157,Goyal Rice Mill,Cooking Oil,22.8,Kg,2736.0,PAID,22.8,False,False,False
MDM004021,2025-09-24,SCH0316,Goyal Rice Mill,Lentils,0.3,Bori,1350.0,UNKNOWN,15.0,False,False,False
MDM010909,2025-05-29,SCH0226,kumar general store,Cooking Oil,0.648,Bags,3888.0,UNKNOWN,32.4,False,False,False
MDM008567,2025-04-14,SCH0561,Sharma & Sons,Cooking Oil,22300.0,Grams,2676.0,PAID,22.3,False,False,False
MDM003501,2026-01-15,SCH0074,Sharma & Sons,Cooking Oil,51900.0,Grams,6228.0,DUE,51.9,False,False,False
MDM002659,2026-03-01,SCH0531,Goyal Enterprises,Rice,48.3,Kg,1932.0,PENDING,48.3,False,False,False
MDM010515,2026-01-28,SCH0410,Sharma & Sons,Wheat,0.784,Sacks,1176.0,PENDING,39.2,False,False,False
MDM001131,2025-11-11,SCH0446,Sharma & Sons,Wheat,49.2,Kg,1476.0,PENDING,49.2,False,False,False
MDM001820,2026-03-03,SCH0397,Goyal Rice Mill,Dal,33.8,Kg,3041.0,PAID,33.8,False,False,False
MDM007462,2025-04-17,SCH0349,Goyal Rice Mill,Dal,23.2,Kg,2088.0,PAID,23.2,False,False,False
MDM009703,2025-06-02,SCH0115,Kumar & Co.,Dal,48.8,Kg,4392.0,PAID,48.8,False,False,False
MDM009670,2026-03-24,SCH0463,Goyal Rice Mill,Pulses,59.4,Kg,5346.0,UNKNOWN,59.4,False,False,False
MDM010093,2025-04-12,SCH0401,Sharma Traders,Dal,1.168,Bori,5256.0,PAID,58.4,False,False,False
MDM007065,2025-07-07,SCH0277,Goyal Enterprises,Dal,0.816,Bori,3672.0,PAID,40.8,False,False,False
MDM004319,2026-03-18,SCH0013,goyal mill,Rice,49.0,Kg,1960.0,PAID,49.0,False,False,False
MDM004670,2025-06-23,SCH0323,Singh Brothers,Rice,,,2008.0,DUE,,True,False,False
MDM005477,2025-09-25,SCH0523,Sharma & Sons,Dal,33800.0,Grams,3042.0,PAID,33.8,False,False,False
MDM010833,2026-02-03,SCH0577,Kumar Supplies,Cooking Oil,57.3,Kg,6876.0,DUE,57.3,False,False,False
MDM001857,2025-10-25,SCH0483,goyal mill,Mustard Oil,35.2,Kg,4224.0,DUE,35.2,False,False,False
MDM002283,2025-05-07,SCH0297,Kumar Supplies,Wheat,29.9,Kg,897.0,PENDING,29.9,False,False,False
MDM011988,2025-06-04,SCH0300,kumar general store,Dal,,,2610.0,UNKNOWN,,True,False,False
MDM004009,2025-09-25,SCH0023,Goyal Rice Mill,Rice,29.3,Kg,1172.0,DUE,29.3,False,False,False
MDM006402,2025-08-20,SCH0482,kumar general store,Mustard Oil,52.8,Kg,6336.0,PAID,52.8,False,False,False
MDM011452,2025-07-09,SCH0565,S. Agro Works,Lentils,,,4437.0,UNKNOWN,,True,False,False
MDM000387,2025-08-17,SCH0550,Kumar Supplies,Dal,1.186,50kg Bags,5337.0,PAID,59.3,False,False,False
MDM001629,2025-08-11,SCH0003,goyal mill,Rice,37100.0,Grams,1484.0,UNKNOWN,37.1,False,False,False
MDM011661,2026-02-27,SCH0287,S. Agro Works,Wheat,15.0,Kg,450.0,UNKNOWN,15.0,False,False,False
MDM011518,2025-05-23,SCH0315,Singh Brothers,Mustard Oil,0.376,Bags,2256.0,PAID,18.8,False,False,False
MDM007719,2025-08-10,SCH0391,Kumar & Co.,Rice,42.9,Kg,1716.0,DUE,42.9,False,False,False
MDM009503,2026-03-13,SCH0141,Kumar Supplies,Atta,0.388,Sacks,582.0,PAID,19.4,False,False,False
MDM009102,2025-07-29,SCH0371,Sharma Traders,Rice,41100.0,Grams,1644.0,UNKNOWN,41.1,False,False,False
MDM001843,2026-01-11,SCH0443,Kumar & Co.,Wheat,33.9,Kg,1017.0,PAID,33.9,False,False,False
MDM002498,2025-11-21,SCH0415,Singh Agro,Wheat,31.8,Kg,954.0,PAID,31.8,False,False,False
MDM000202,2025-06-10,SCH0061,goyal mill,Lentils,,,1026.0,UNKNOWN,,True,False,False
MDM009928,2026-02-17,SCH0152,Kumar Supplies,Rice,,,664.0,PENDING,,True,False,False
MDM003869,2026-03-19,SCH0081,Singh Agro,Dal,42.6,Kg,,UNKNOWN,42.6,False,True,True
MDM005055,2025-12-06,SCH0501,Goyal Enterprises,Rice,,,2224.0,UNKNOWN,,True,False,False
MDM005890,2026-03-17,SCH0103,Singh Brothers,Lentils,47400.0,Grams,4266.0,PENDING,47.4,False,False,False
MDM002703,2025-04-13,SCH0401,Singh Brothers,Rice,0.848,Bags,1696.0,UNKNOWN,42.4,False,False,True
MDM007923,2025-09-10,SCH0428,Singh Brothers,Pulses,,,4995.0,PENDING,,True,False,False
MDM000332,2026-02-21,SCH0023,Kumar & Co.,Cooking Oil,27700.0,Grams,3324.0,UNKNOWN,27.7,False,False,False
MDM003809,2025-06-13,SCH0097,Singh Brothers,Mustard Oil,40200.0,Grams,4824.0,PAID,40.2,False,False,False
MDM000936,2026-02-07,SCH0146,Sharma & Sons,Rice,35.4,Kg,1416.0,DUE,35.4,False,False,False
MDM001775,2025-12-20,SCH0052,Sharma & Sons,Lentils,42.6,Kg,3834.0,PAID,42.6,False,False,False
MDM009736,2025-08-05,SCH0363,goyal mill,Cooking Oil,11.8,Kg,1416.0,DUE,11.8,False,False,False
MDM008612,2025-04-05,SCH0441,Sharma Traders,Dal,,,2295.0,PENDING,,True,False,False
MDM011296,2025-05-10,SCH0328,S. Agro Works,Rice,17900.0,Grams,716.0,PENDING,17.9,False,False,False
MDM000990,2025-11-09,SCH0102,Sharma & Sons,Dal,0.746,50kg Bags,3357.0,UNKNOWN,37.3,False,False,False
MDM005444,2026-05-02,SCH0426,Kumar Supplies,Mustard Oil,,,2928.0,UNKNOWN,,True,False,False
MDM010298,2026-02-13,SCH0471,Singh Brothers,Rice,,,884.0,UNKNOWN,,True,False,False
MDM006994,2025-06-18,SCH0402,Sharma Traders,Rice,11000.0,Grams,440.0,DUE,11.0,False,False,False
MDM010561,2025-09-18,SCH0127,Sharma Traders,Cooking Oil,0.838,Bags,5028.0,UNKNOWN,41.9,False,False,False
MDM005807,2025-06-07,SCH0032,Sharma Traders,Mustard Oil,,,6504.0,PAID,,True,False,False
